Product_ID,Department,Product_Category,Price,Cost,Customer_Rating,Quantity_Sold,Inventory_Available,On_Promotion,Purchase_Method,Profit,Remaining_Inventory
H000316,Household,Laundry,24.99,18.62,3.4,15,24,No,In-Store,95.54999999999995,9
H000317,Household,Cleaning Supplies,7.99,5.76,5.0,11,27,No,In-Store,24.530000000000005,16
F000318,Food,Bakery,2.99,2.2,4.7,44,71,No,In-Store,34.760000000000005,27
H000319,Health & Beauty,Hair Care,18.39,16.81,3.1,90,248,Yes,Online,142.20000000000016,158
F000320,Food,Produce,2.79,2.23,4.4,22,35,No,Pickup,12.32,13
H000322,Household,Cleaning Supplies,8.49,5.75,3.2,32,42,No,Pickup,87.68,10
H000323,Household,Paper Products,7.17,6.42,3.1,20,33,Yes,Online,15.0,13
H000325,Household,Home Decor,23.99,18.26,4.5,6,17,No,Pickup,34.37999999999998,11
F000326,Food,Canned Goods,13.99,11.15,4.0,23,37,No,In-Store,65.32,14
F000327,Food,Dairy,3.79,2.97,4.2,9,11,No,Pickup,7.379999999999999,2
F000328,Food,Frozen Foods,2.99,2.19,3.0,72,138,No,In-Store,57.60000000000002,66
F000329,Food,Beverages,4.92,4.68,3.2,127,232,Yes,In-Store,30.480000000000025,105
H000330,Household,Home Decor,27.99,19.6,3.7,13,27,No,In-Store,109.06999999999996,14
E000331,Electronics/General,Office Supplies,39.99,26.75,2.7,1,3,No,Online,13.240000000000002,2
F000332,Food,Beverages,14.99,10.96,4.7,4,7,No,Pickup,16.119999999999997,3
F000333,Food,Produce,6.32,5.68,3.9,14,23,Yes,In-Store,8.960000000000008,9
H000334,Household,Home Decor,18.99,14.52,4.3,13,20,No,Online,58.109999999999985,7
H000335,Health & Beauty,Personal Care,22.99,14.75,4.0,5,8,No,In-Store,41.19999999999999,3
F000336,Food,Canned Goods,10.99,8.31,4.3,15,22,No,In-Store,40.199999999999996,7
F000337,Food,Produce,8.99,7.22,5.0,22,31,No,In-Store,38.94000000000001,9
F000338,Food,Canned Goods,11.99,8.96,4.9,17,31,No,In-Store,51.50999999999999,14
F000339,Food,Produce,5.99,4.76,4.1,12,15,No,Online,14.760000000000005,3
F000340,Food,Beverages,5.99,4.51,4.0,20,26,No,In-Store,29.60000000000001,6
F000342,Food,Meat,4.99,3.58,4.6,101,139,No,In-Store,142.41000000000003,38
F000343,Food,Bakery,11.49,9.07,4.3,32,39,No,In-Store,77.44,7
H000344,Household,Cleaning Supplies,7.99,5.93,3.4,6,8,No,In-Store,12.360000000000003,2
H000345,Health & Beauty,Personal Care,9.79,6.45,3.6,5,15,No,Pickup,16.699999999999996,10
F000346,Food,Frozen Foods,5.99,4.66,5.0,99,178,No,In-Store,131.67000000000002,79
F000347,Food,Dairy,13.99,10.43,3.6,52,73,No,Pickup,185.12000000000003,21
F000348,Food,Bakery,8.99,7.22,4.2,60,84,No,In-Store,106.20000000000003,24
H000349,Health & Beauty,Hair Care,26.99,17.26,3.3,12,24,No,Online,116.75999999999996,12
H000350,Health & Beauty,Cosmetics,14.99,10.27,3.9,2,6,No,In-Store,9.440000000000001,4
F000351,Food,Dairy,8.99,7.13,5.0,6,10,No,Pickup,11.160000000000002,4
F000352,Food,Produce,3.99,3.06,3.5,19,24,No,In-Store,17.67,5
F000353,Food,Bakery,6.99,5.8,,33,37,No,In-Store,39.27000000000001,4
F000355,Food,Bakery,9.99,8.11,3.3,5,6,No,Online,9.400000000000004,1
F000356,Food,Snacks,4.99,4.1,3.7,44,52,No,In-Store,39.160000000000025,8
H000357,Household,Laundry,28.79,19.85,4.8,10,27,No,Online,89.39999999999998,17
F000358,Food,Bakery,10.99,8.38,3.8,11,21,No,Pickup,28.709999999999994,10
E000359,Electronics/General,Seasonal,86.29,62.59,1.6,1,4,No,In-Store,23.700000000000003,3
F000360,Food,Bakery,7.99,6.26,4.2,82,111,No,In-Store,141.86000000000004,29
F000361,Food,Dairy,17.79,12.77,4.7,2,3,No,In-Store,10.04,1
H000362,Household,Paper Products,19.99,15.26,5.0,6,14,No,In-Store,28.379999999999992,8
H000363,Health & Beauty,Personal Care,22.99,14.6,2.9,14,22,No,In-Store,117.45999999999998,8
F000364,Food,Produce,10.57,9.92,4.8,33,42,Yes,In-Store,21.45000000000001,9
F000366,Food,Beverages,8.29,6.17,3.9,10,13,No,In-Store,21.199999999999992,3
H000367,Health & Beauty,Cosmetics,17.99,12.42,4.3,7,26,No,Online,38.98999999999999,19
F000368,Food,Beverages,11.99,9.36,5.0,3,4,No,In-Store,7.890000000000002,1
H000369,Household,Laundry,16.95,15.84,3.3,15,36,Yes,In-Store,16.64999999999999,21
F000370,Food,Frozen Foods,6.24,5.78,4.3,20,31,Yes,In-Store,9.2,11
H000371,Household,Cleaning Supplies,18.99,13.67,4.5,19,29,No,Online,101.07999999999997,10
H000372,Health & Beauty,Medications,39.99,27.94,4.2,11,38,No,In-Store,132.55,27
F000373,Food,Dairy,6.77,6.22,4.4,30,36,Yes,Pickup,16.499999999999993,6
H000374,Household,Home Decor,17.99,12.19,4.6,14,31,No,Pickup,81.19999999999999,17
F000375,Food,Meat,20.79,15.8,3.6,30,36,No,Pickup,149.69999999999996,6
F000376,Food,Beverages,8.49,6.29,3.8,95,136,No,In-Store,209.00000000000003,41
F000377,Food,Meat,14.31,17.23,4.1,18,29,Yes,In-Store,-52.56,11
H000378,Household,Laundry,20.29,14.34,3.7,4,10,No,Online,23.799999999999997,6
F000379,Food,Produce,8.99,6.52,3.7,12,21,No,Pickup,29.640000000000008,9
F000380,Food,Bakery,7.99,6.22,4.4,34,47,No,In-Store,60.180000000000014,13
H000381,Household,Paper Products,8.99,6.7,5.0,30,59,No,In-Store,68.7,29
F000382,Food,Dairy,14.99,11.04,4.8,43,77,No,Pickup,169.85000000000005,34
F000383,Food,Produce,9.72,8.85,4.7,20,25,Yes,Online,17.40000000000002,5
F000384,Food,Meat,20.99,17.28,4.8,5,9,No,In-Store,18.549999999999986,4
E000385,Electronics/General,Seasonal,109.49,77.87,3.5,1,2,No,Online,31.61999999999999,1
H000386,Household,Kitchen Supplies,16.99,13.02,3.9,2,3,No,In-Store,7.939999999999998,1
F000387,Food,Frozen Foods,4.79,3.8,5.0,14,22,No,In-Store,13.860000000000003,8
F000388,Food,Bakery,4.99,3.77,4.1,64,72,No,Pickup,78.08000000000001,8
H000389,Household,Laundry,17.11,15.15,4.6,11,23,Yes,Online,21.559999999999988,12
H000390,Health & Beauty,Personal Care,22.49,14.32,4.4,14,54,No,In-Store,114.37999999999997,40
F000391,Food,Frozen Foods,3.99,3.0,3.8,13,22,No,In-Store,12.870000000000003,9
H000392,Health & Beauty,Medications,32.79,22.08,3.1,22,38,No,Online,235.62,16
H000394,Household,Kitchen Supplies,3.78,3.34,5.0,69,176,Yes,Pickup,30.359999999999996,107
F000395,Food,Frozen Foods,11.99,8.79,5.0,88,145,No,In-Store,281.6000000000001,57
F000396,Food,Dairy,11.99,9.85,3.7,7,12,No,Online,14.980000000000004,5
E000397,Electronics/General,Office Supplies,58.29,43.86,3.0,1,4,No,Online,14.43,3
F000398,Food,Snacks,10.99,8.81,3.4,14,18,No,In-Store,30.519999999999996,4
F000399,Food,Frozen Foods,1.99,1.58,4.4,101,145,No,In-Store,41.40999999999999,44
F000400,Food,Snacks,13.99,10.1,4.4,49,63,No,In-Store,190.61,14
F000401,Food,Produce,3.38,3.07,3.9,57,103,Yes,Online,17.67,46
F000402,Food,Beverages,12.99,9.97,3.7,99,148,No,In-Store,298.97999999999996,49
H000403,Household,Kitchen Supplies,16.36,14.52,3.8,35,87,Yes,Pickup,64.39999999999999,52
F000404,Food,Dairy,9.49,7.57,4.8,87,104,No,In-Store,167.04,17
F000405,Food,Beverages,8.55,10.37,4.0,14,16,Yes,In-Store,-25.47999999999998,2
H000406,Household,Cleaning Supplies,19.49,13.02,4.4,8,13,No,In-Store,51.75999999999999,5
F000407,Food,Frozen Foods,5.79,4.3,3.4,46,84,No,Pickup,68.54,38
H000408,Household,Cleaning Supplies,3.49,2.35,5.0,12,19,No,Online,13.680000000000001,7
F000409,Food,Meat,1.99,1.51,4.1,4,5,No,In-Store,1.92,1
H000410,Household,Kitchen Supplies,4.99,3.68,3.5,35,92,No,Pickup,45.85,57
H000411,Household,Kitchen Supplies,6.99,4.8,4.4,39,67,No,Pickup,85.41000000000001,28
E000412,Electronics/General,Electronics,141.99,98.87,3.0,2,7,No,Online,86.24000000000001,5
F000413,Food,Snacks,6.39,5.67,4.9,42,47,Yes,Pickup,30.239999999999988,5
F000414,Food,Canned Goods,4.99,3.6,4.3,126,189,No,In-Store,175.14000000000001,63
H000415,Household,Home Decor,7.34,6.84,4.0,46,113,Yes,Pickup,23.0,67
H000416,Health & Beauty,Hair Care,4.99,3.24,3.4,8,24,No,Online,14.0,16
F000417,Food,Dairy,7.99,6.05,4.2,22,39,No,In-Store,42.68000000000001,17
H000418,Health & Beauty,Personal Care,14.99,10.08,3.7,6,14,No,In-Store,29.46,8
H000419,Household,Home Decor,30.99,21.19,4.8,10,25,No,In-Store,97.99999999999997,15
F000420,Food,Frozen Foods,8.26,10.01,4.7,67,82,Yes,Online,-117.25,15
H000421,Health & Beauty,Medications,8.99,5.75,3.2,2,5,No,In-Store,6.48,3
F000422,Food,Snacks,3.59,2.62,4.5,28,54,No,In-Store,27.159999999999993,26
H000423,Household,Paper Products,8.99,6.03,3.5,8,14,No,Pickup,23.68,6
F000424,Food,Meat,6.29,4.92,4.6,32,43,No,Online,43.84,11
F000425,Food,Snacks,14.49,11.75,5.0,20,33,No,In-Store,54.800000000000004,13
H000426,Household,Laundry,24.02,22.2,3.5,9,14,Yes,Pickup,16.380000000000003,5
F000427,Food,Bakery,9.49,7.87,4.7,35,61,No,Online,56.7,26
H000428,Household,Laundry,27.79,18.8,3.4,17,40,No,Online,152.82999999999998,23
E000429,Electronics/General,Office Supplies,16.49,11.12,5.0,5,20,No,Online,26.849999999999994,15
H000430,Household,Laundry,31.49,23.75,3.8,6,17,No,Online,46.43999999999999,11
E000431,Electronics/General,Electronics,16.99,12.35,3.4,1,4,No,Online,4.639999999999999,3
H000432,Health & Beauty,Medications,47.99,30.72,3.1,35,64,No,In-Store,604.4500000000002,29
H000433,Health & Beauty,Medications,22.99,14.99,4.1,17,62,No,In-Store,135.99999999999997,45
F000434,Food,Canned Goods,2.99,2.14,3.8,216,262,No,In-Store,183.60000000000002,46
F000435,Food,Frozen Foods,9.99,8.08,4.0,46,70,No,In-Store,87.86000000000001,24
F000437,Food,Produce,11.99,9.32,4.2,15,19,No,In-Store,40.05,4
H000438,Household,Paper Products,6.8,5.95,3.5,28,56,Yes,Pickup,23.79999999999999,28
F000440,Food,Meat,22.99,17.03,4.8,8,9,No,In-Store,47.67999999999998,1
H000441,Health & Beauty,Personal Care,26.99,17.5,4.8,18,59,No,Online,170.81999999999996,41
F000442,Food,Beverages,2.52,2.28,3.6,51,63,Yes,In-Store,12.24000000000001,12
F000444,Food,Bakery,6.99,5.09,3.8,12,17,No,In-Store,22.800000000000004,5
F000445,Food,Dairy,3.99,3.08,3.9,13,22,No,Pickup,11.830000000000002,9
H000446,Household,Kitchen Supplies,19.99,14.19,4.7,4,7,No,In-Store,23.199999999999996,3
F000447,Food,Canned Goods,1.29,1.04,4.6,16,19,No,In-Store,4.0,3
F000448,Food,Produce,11.02,9.8,4.7,22,33,Yes,Pickup,26.839999999999975,11
F000449,Food,Frozen Foods,1.99,1.64,3.3,22,38,No,In-Store,7.700000000000002,16
F000451,Food,Beverages,5.79,4.24,4.3,36,64,No,Pickup,55.8,28
H000452,Household,Laundry,15.99,10.66,4.1,11,27,No,In-Store,58.63,16
F000453,Food,Bakery,1.99,1.66,4.7,37,70,No,In-Store,12.210000000000003,33
F000454,Food,Frozen Foods,2.99,2.16,4.3,79,114,No,Online,65.57000000000001,35
F000455,Food,Meat,20.99,17.32,5.0,20,39,No,In-Store,73.39999999999996,19
H000456,Health & Beauty,Hair Care,7.49,5.24,4.4,11,23,No,Online,24.75,12
F000458,Food,Snacks,3.99,3.14,4.7,9,13,No,In-Store,7.65,4
H000459,Household,Laundry,16.99,11.5,3.9,20,36,No,In-Store,109.79999999999997,16
F000460,Food,Bakery,7.41,6.92,4.0,57,85,Yes,In-Store,27.930000000000014,28
H000461,Household,Home Decor,30.99,20.88,4.6,5,12,No,Online,50.55,7
F000462,Food,Frozen Foods,9.99,8.26,3.9,13,17,No,In-Store,22.490000000000006,4
F000463,Food,Beverages,2.5,2.27,3.9,33,40,Yes,In-Store,7.59,7
H000465,Household,Home Decor,13.59,9.09,3.4,5,12,No,Pickup,22.5,7
F000466,Food,Beverages,7.99,5.76,3.9,18,29,No,In-Store,40.14000000000001,11
H000467,Household,Kitchen Supplies,12.99,9.38,4.9,5,13,No,Online,18.049999999999997,8
H000468,Household,Cleaning Supplies,12.99,9.44,5.0,7,20,No,In-Store,24.850000000000005,13
F000469,Food,Dairy,12.99,10.6,3.8,66,125,No,Pickup,157.74000000000004,59
H000470,Household,Home Decor,11.59,8.56,2.8,9,23,No,In-Store,27.269999999999996,14
H000472,Household,Cleaning Supplies,17.99,12.46,3.9,21,28,No,In-Store,116.12999999999995,7
F000473,Food,Meat,11.99,9.29,4.5,38,66,No,Pickup,102.60000000000004,28
E000474,Electronics/General,Electronics,74.99,52.63,5.0,1,3,No,Online,22.359999999999992,2
F000475,Food,Produce,11.59,8.9,4.9,7,8,No,Pickup,18.83,1
H000476,Health & Beauty,Medications,10.99,7.72,3.8,1,3,No,Online,3.2700000000000005,2
F000477,Food,Dairy,15.99,12.4,4.6,14,18,No,In-Store,50.26,4
H000479,Household,Cleaning Supplies,18.99,14.13,4.1,36,48,No,In-Store,174.95999999999992,12
H000480,Household,Laundry,18.79,13.72,3.7,23,37,No,In-Store,116.60999999999997,14
H000481,Household,Paper Products,18.99,12.81,3.4,35,46,No,Online,216.29999999999993,11
H000482,Household,Kitchen Supplies,6.31,5.49,4.5,11,22,Yes,Pickup,9.019999999999992,11
H000483,Health & Beauty,Hair Care,21.49,15.09,4.9,10,19,No,In-Store,63.999999999999986,9
F000484,Food,Bakery,11.79,9.31,3.9,3,4,No,In-Store,7.439999999999996,1
F000485,Food,Frozen Foods,6.99,5.77,4.5,37,46,No,In-Store,45.14000000000002,9
H000486,Household,Cleaning Supplies,13.99,9.35,2.8,27,63,No,In-Store,125.28000000000002,36
H000487,Household,Kitchen Supplies,11.79,8.75,3.3,8,19,No,In-Store,24.319999999999993,11
F000488,Food,Meat,19.99,15.59,4.6,27,40,No,In-Store,118.79999999999995,13
F000489,Food,Snacks,14.99,11.25,4.1,23,31,No,In-Store,86.02000000000001,8
F000490,Food,Frozen Foods,6.99,5.07,4.4,135,257,No,In-Store,259.2,122
F000491,Food,Frozen Foods,1.79,1.45,4.4,69,131,No,In-Store,23.460000000000004,62
F000492,Food,Dairy,11.79,9.29,4.7,13,18,No,Pickup,32.5,5
F000493,Food,Snacks,7.99,5.76,4.7,70,126,No,In-Store,156.10000000000002,56
H000494,Health & Beauty,Personal Care,8.99,6.41,3.3,30,64,No,In-Store,77.4,34
F000496,Food,Dairy,7.99,5.72,4.3,31,45,No,Pickup,70.37000000000002,14
H000497,Health & Beauty,Personal Care,16.55,14.94,3.4,30,102,Yes,In-Store,48.30000000000004,72
F000498,Food,Frozen Foods,10.59,8.08,4.7,29,51,No,Pickup,72.78999999999999,22
H000499,Health & Beauty,Medications,28.99,18.4,3.3,29,60,No,In-Store,307.11,31
F000500,Food,Snacks,3.99,3.31,3.9,17,27,No,In-Store,11.560000000000002,10
H000501,Household,Kitchen Supplies,19.99,,3.6,37,75,No,Pickup,,38
H000502,Health & Beauty,Hair Care,17.99,12.72,4.4,3,5,No,In-Store,15.809999999999993,2
H000503,Household,Paper Products,21.99,16.2,4.6,22,45,No,Pickup,127.37999999999998,23
E000504,Electronics/General,Toys,46.99,32.05,4.5,3,14,No,Online,44.820000000000014,11
F000505,Food,Meat,6.99,5.28,4.8,71,82,No,In-Store,121.41,11
H000506,Health & Beauty,Medications,27.99,17.81,4.1,4,15,No,Pickup,40.72,11
F000507,Food,Bakery,2.99,2.27,4.8,109,183,No,In-Store,78.48000000000002,74
E000508,Electronics/General,Toys,32.99,22.21,5.0,2,8,No,Online,21.560000000000002,6
F000510,Food,Frozen Foods,13.79,10.0,4.3,17,31,No,In-Store,64.42999999999998,14
H000511,Household,Paper Products,20.99,15.81,3.2,9,16,No,Online,46.61999999999998,7
H000512,Household,Paper Products,18.99,,3.0,12,33,No,In-Store,,21
F000513,Food,Canned Goods,7.79,5.61,3.7,16,22,No,In-Store,34.879999999999995,6
H000514,Household,Laundry,5.99,4.58,4.6,23,57,No,Pickup,32.43000000000001,34
H000515,Household,Kitchen Supplies,20.99,15.14,4.9,19,40,No,Pickup,111.14999999999996,21
F000516,Food,Meat,7.99,6.56,4.3,8,12,No,Online,11.440000000000005,4
F000517,Food,Frozen Foods,1.79,1.29,4.1,29,34,No,Online,14.5,5
H000518,Health & Beauty,Medications,35.99,24.69,5.0,2,6,No,In-Store,22.6,4
F000519,Food,Bakery,9.59,7.34,3.4,53,92,No,In-Store,119.25,39
F000520,Food,Beverages,11.29,8.6,4.1,17,29,No,Pickup,45.72999999999999,12
F000522,Food,Frozen Foods,6.99,5.05,3.7,14,23,No,In-Store,27.160000000000004,9
H000523,Household,Home Decor,28.26,25.95,4.1,9,21,Yes,Pickup,20.79000000000002,12
H000524,Health & Beauty,Medications,36.99,25.74,3.5,7,17,No,In-Store,78.75000000000003,10
H000525,Household,Cleaning Supplies,14.99,10.22,4.9,11,28,No,In-Store,52.47,17
F000526,Food,Produce,6.0,5.22,4.7,17,18,Yes,In-Store,13.260000000000005,1
F000527,Food,Canned Goods,13.99,10.02,4.4,5,8,No,Pickup,19.85,3
H000529,Household,Paper Products,20.99,14.56,3.9,4,9,No,In-Store,25.71999999999999,5
F000530,Food,Frozen Foods,9.99,7.14,4.1,24,31,No,Online,68.4,7
H000531,Health & Beauty,Cosmetics,19.99,13.07,4.4,3,7,No,Online,20.759999999999994,4
F000532,Food,Beverages,9.99,7.22,3.8,29,53,No,Pickup,80.33000000000001,24
H000533,Health & Beauty,Personal Care,19.99,14.21,3.8,2,7,No,Online,11.559999999999995,5
F000534,Food,Produce,1.99,1.5,3.8,62,120,No,In-Store,30.38,58
H000535,Health & Beauty,Cosmetics,38.49,24.43,4.2,2,3,No,Online,28.120000000000005,1
H000536,Household,Home Decor,29.99,22.55,3.8,7,9,No,Pickup,52.079999999999984,2
H000537,Household,Cleaning Supplies,20.2,18.76,4.4,13,36,Yes,Online,18.71999999999997,23
F000538,Food,Snacks,7.99,5.84,5.0,5,6,No,In-Store,10.750000000000002,1
H000539,Household,Cleaning Supplies,16.99,11.58,4.1,19,41,No,Pickup,102.78999999999996,22
E000540,Electronics/General,Electronics,139.29,107.04,2.4,1,2,No,Online,32.249999999999986,1
H000541,Health & Beauty,Medications,17.79,12.5,5.0,15,52,No,In-Store,79.35,37
F000542,Food,Produce,1.99,1.5,4.6,24,27,No,In-Store,11.76,3
F000543,Food,Dairy,15.49,11.73,4.4,7,8,No,Online,26.32,1
H000545,Household,Cleaning Supplies,11.59,10.5,3.9,41,102,Yes,Online,44.69,61
F000546,Food,Meat,16.99,13.11,4.9,23,37,No,Pickup,89.23999999999998,14
F000547,Food,Frozen Foods,8.99,6.61,4.8,9,12,No,In-Store,21.419999999999998,3
E000548,Electronics/General,Seasonal,83.99,59.58,3.1,1,4,No,Online,24.409999999999997,3
F000549,Food,Frozen Foods,3.99,3.29,4.1,53,61,No,In-Store,37.10000000000001,8
H000550,Household,Kitchen Supplies,5.79,4.27,3.5,18,30,No,Online,27.360000000000007,12
H000551,Household,Paper Products,17.46,15.19,3.4,13,25,Yes,In-Store,29.51000000000002,12
F000552,Food,Meat,20.29,14.87,4.4,4,5,No,Online,21.68,1
F000553,Food,Frozen Foods,10.8,9.42,4.5,17,28,Yes,In-Store,23.460000000000015,11
H000554,Household,Paper Products,17.29,11.67,3.8,8,16,No,In-Store,44.959999999999994,8
H000555,Health & Beauty,Personal Care,22.99,15.04,5.0,77,228,No,Online,612.15,151
H000556,Health & Beauty,Personal Care,16.99,11.71,3.7,2,4,No,Online,10.559999999999995,2
F000557,Food,Snacks,2.54,2.22,4.2,40,64,Yes,In-Store,12.799999999999994,24
F000558,Food,Meat,21.99,16.08,4.6,6,7,No,In-Store,35.46,1
H000559,Health & Beauty,Cosmetics,34.99,22.9,4.3,1,2,No,Pickup,12.090000000000003,1
F000560,Food,Snacks,2.31,2.02,3.8,305,463,Yes,Pickup,88.45000000000002,158
H000561,Household,Cleaning Supplies,14.99,11.22,3.7,4,10,No,In-Store,15.079999999999998,6
H000562,Household,Paper Products,19.99,14.29,3.7,8,23,No,In-Store,45.599999999999994,15
F000563,Food,Frozen Foods,7.85,6.98,4.2,134,184,Yes,In-Store,116.5799999999999,50
H000564,Household,Kitchen Supplies,18.39,16.69,4.2,78,117,Yes,Online,132.59999999999994,39
F000566,Food,Snacks,13.48,12.22,4.0,53,102,Yes,Pickup,66.77999999999999,49
H000567,Health & Beauty,Hair Care,22.99,15.29,3.8,3,9,No,Online,23.099999999999998,6
F000568,Food,Canned Goods,11.99,9.5,4.3,8,12,No,In-Store,19.92,4
H000569,Household,Cleaning Supplies,8.99,6.22,3.8,31,40,No,In-Store,85.87000000000002,9
F000570,Food,Meat,10.91,9.55,4.0,6,9,Yes,Pickup,8.159999999999997,3
F000571,Food,Canned Goods,7.99,6.05,4.0,86,124,No,In-Store,166.84000000000003,38
F000573,Food,Snacks,4.99,3.97,4.9,40,79,No,Pickup,40.8,39
F000574,Food,Meat,20.99,15.18,5.0,22,41,No,Pickup,127.81999999999996,19
F000575,Food,Produce,7.88,7.39,4.8,37,48,Yes,In-Store,18.13000000000001,11
F000576,Food,Canned Goods,1.99,1.44,4.1,4,5,No,Online,2.2,1
F000577,Food,Frozen Foods,6.49,5.34,4.2,14,16,No,In-Store,16.100000000000005,2
H000578,Health & Beauty,Cosmetics,21.99,14.98,4.3,13,26,No,In-Store,91.12999999999997,13
H000579,Household,Laundry,15.99,11.39,4.0,6,8,No,In-Store,27.599999999999998,2
F000580,Food,Beverages,1.79,1.41,4.5,27,31,No,In-Store,10.260000000000003,4
H000581,Health & Beauty,Personal Care,17.99,12.08,4.4,12,41,No,In-Store,70.91999999999999,29
F000582,Food,Bakery,5.99,4.39,3.9,36,48,No,In-Store,57.60000000000002,12
F000583,Food,Snacks,12.49,10.02,5.0,10,12,No,In-Store,24.700000000000006,2
F000584,Food,Frozen Foods,6.79,5.51,5.0,42,51,No,Pickup,53.76000000000001,9
H000585,Health & Beauty,Medications,6.99,4.8,4.7,3,10,No,In-Store,6.570000000000001,7
H000586,Health & Beauty,Cosmetics,3.99,2.65,3.3,20,58,No,In-Store,26.800000000000004,38
H000587,Health & Beauty,Personal Care,20.79,13.9,4.4,12,35,No,Pickup,82.67999999999998,23
F000588,Food,Meat,7.49,5.68,4.9,59,96,No,In-Store,106.79000000000003,37
H000589,Household,Cleaning Supplies,13.99,9.81,4.2,13,33,No,Pickup,54.339999999999996,20
H000590,Household,Home Decor,28.99,21.11,4.5,21,29,No,Pickup,165.48,8
H000591,Household,Laundry,30.49,21.17,3.1,4,8,No,In-Store,37.27999999999999,4
H000592,Household,Kitchen Supplies,13.99,9.42,3.6,2,3,No,In-Store,9.14,1
H000593,Household,Laundry,31.99,22.83,4.9,7,18,No,In-Store,64.12,11
H000594,Health & Beauty,Medications,34.99,24.79,3.9,5,14,No,Online,51.000000000000014,9
H000595,Health & Beauty,Personal Care,24.99,17.56,4.5,7,17,No,In-Store,52.01,10
F000596,Food,Meat,8.79,6.51,4.5,48,58,No,In-Store,109.43999999999997,10
H000597,Household,Paper Products,6.99,4.71,3.9,89,128,No,In-Store,202.92000000000002,39
F000598,Food,Meat,18.99,15.36,3.4,8,15,No,Pickup,29.039999999999992,7
F000599,Food,Produce,12.99,10.09,2.8,7,9,No,Online,20.300000000000004,2
H000600,Household,Cleaning Supplies,22.99,16.55,3.9,8,18,No,In-Store,51.51999999999998,10
F000601,Food,Meat,20.49,16.66,4.7,5,9,No,Pickup,19.14999999999999,4
F000602,Food,Beverages,7.14,6.46,4.2,46,85,Yes,In-Store,31.279999999999987,39
F000603,Food,Produce,9.99,7.67,4.4,19,32,No,In-Store,44.080000000000005,13
H000604,Household,Cleaning Supplies,6.99,4.84,4.2,8,11,No,In-Store,17.200000000000003,3
F000605,Food,Produce,9.79,7.05,4.2,38,49,No,In-Store,104.11999999999998,11
H000606,Household,Cleaning Supplies,16.81,15.7,3.7,10,20,Yes,Online,11.099999999999994,10
F000607,Food,Frozen Foods,2.0,2.34,4.5,35,67,Yes,In-Store,-11.899999999999995,32
F000608,Food,Snacks,8.49,7.9,4.5,63,88,Yes,In-Store,37.16999999999999,25
H000609,Household,Kitchen Supplies,10.71,9.86,4.5,37,51,Yes,Pickup,31.450000000000053,14
F000610,Food,Frozen Foods,3.29,2.4,4.2,53,69,No,In-Store,47.17000000000001,16
F000612,Food,Beverages,5.79,4.23,,4,5,No,Pickup,6.239999999999998,1
H000613,Household,Cleaning Supplies,10.99,7.54,4.0,2,3,No,Pickup,6.9,1
H000614,Health & Beauty,Personal Care,12.48,11.81,3.6,12,32,Yes,In-Store,8.04,20
H000615,Household,Cleaning Supplies,22.99,16.22,5.0,6,13,No,In-Store,40.62,7
H000616,Health & Beauty,Personal Care,17.99,12.82,2.6,5,18,No,Pickup,25.84999999999999,13
H000618,Household,Paper Products,14.49,9.82,2.8,29,81,No,In-Store,135.43,52
F000619,Food,Bakery,3.99,3.12,4.2,17,30,No,In-Store,14.790000000000003,13
